Fecha;Sorteo;Euros;Numero;Categoria
23/03/2023;23.º DE 2023;300000;87705;Primer Premio Ordinario
23/03/2023;23.º DE 2023;60000;22918;Segundo Premio Ordinario
25/03/2023;24.º DE 2023;600000;8089;Primer Premio Ordinario
25/03/2023;24.º DE 2023;120000;76126;Segundo Premio Ordinario
30/03/2023;25.º DE 2023;300000;74092;Primer Premio Ordinario
30/03/2023;25.º DE 2023;60000;62876;Segundo Premio Ordinario
01/04/2023;26.º DE 2023;1500000;99195;Primer Premio Extraordinario
01/04/2023;26.º DE 2023;300000;44884;Segundo Premio Extraordinario
01/04/2023;26.º DE 2023;150000;42108;Tercer Premio Extraordinario
06/04/2023;27.º DE 2023;300000;4022;Primer Premio Ordinario
06/04/2023;27.º DE 2023;60000;26194;Segundo Premio Ordinario
08/04/2023;28.º DE 2023;600000;41994;Primer Premio Ordinario
08/04/2023;28.º DE 2023;120000;74101;Segundo Premio Ordinario
13/04/2023;29.º DE 2023;300000;27929;Primer Premio Ordinario
13/04/2023;29.º DE 2023;60000;8798;Segundo Premio Ordinario
15/04/2023;30.º DE 2023;600000;44963;Primer Premio Ordinario
15/04/2023;30.º DE 2023;120000;21539;Segundo Premio Ordinario
20/04/2023;31.º DE 2023;300000;75077;Primer Premio Ordinario
20/04/2023;31.º DE 2023;60000;48558;Segundo Premio Ordinario
22/04/2023;32.º DE 2023;600000;6547;Primer Premio Ordinario
22/04/2023;32.º DE 2023;120000;23538;Segundo Premio Ordinario
27/04/2023;33.º DE 2023;300000;32618;Primer Premio Ordinario
27/04/2023;33.º DE 2023;60000;78981;Segundo Premio Ordinario
29/04/2023;34.º DE 2023;600000;76591;Primer Premio Ordinario
29/04/2023;34.º DE 2023;120000;28862;Segundo Premio Ordinario
04/05/2023;35.º DE 2023;300000;70565;Primer Premio Ordinario
04/05/2023;35.º DE 2023;60000;80227;Segundo Premio Ordinario
07/05/2023;36.º DE 2023;1300000;46689;Primer Premio Extraordinario
07/05/2023;36.º DE 2023;250000;23100;Segundo Premio Extraordinario
11/05/2023;37.º DE 2023;300000;3233;Primer Premio Ordinario
11/05/2023;37.º DE 2023;60000;93581;Segundo Premio Ordinario
13/05/2023;38.º DE 2023;600000;48783;Primer Premio Ordinario
13/05/2023;38.º DE 2023;120000;90673;Segundo Premio Ordinario
18/05/2023;39.º DE 2023;300000;29489;Primer Premio Ordinario
18/05/2023;39.º DE 2023;60000;93158;Segundo Premio Ordinario
20/05/2023;40.º DE 2023;600000;99832;Primer Premio Ordinario
20/05/2023;40.º DE 2023;120000;16867;Segundo Premio Ordinario
25/05/2023;41.º DE 2023;300000;43412;Primer Premio Ordinario
25/05/2023;41.º DE 2023;60000;25063;Segundo Premio Ordinario
27/05/2023;42.º DE 2023;600000;48492;Primer Premio Ordinario
27/05/2023;42.º DE 2023;120000;47705;Segundo Premio Ordinario
01/06/2023;43.º DE 2023;300000;23840;Primer Premio Ordinario
01/06/2023;43.º DE 2023;60000;77609;Segundo Premio Ordinario
03/06/2023;44.º DE 2023;1500000;89294;Primer Premio Extraordinario
03/06/2023;44.º DE 2023;300000;37730;Segundo Premio Extraordinario
03/06/2023;44.º DE 2023;150000;17635;Tercer Premio Extraordinario
08/06/2023;45.º DE 2023;300000;38122;Primer Premio Ordinario
08/06/2023;45.º DE 2023;60000;20665;Segundo Premio Ordinario
10/06/2023;46.º DE 2023;600000;48500;Primer Premio Ordinario
10/06/2023;46.º DE 2023;120000;54509;Segundo Premio Ordinario
15/06/2023;47.º DE 2023;300000;20039;Primer Premio Ordinario
15/06/2023;47.º DE 2023;60000;47873;Segundo Premio Ordinario
17/06/2023;48.º DE 2023;600000;85852;Primer Premio Ordinario
17/06/2023;48.º DE 2023;120000;43695;Segundo Premio Ordinario
22/06/2023;49.º DE 2023;300000;66446;Primer Premio Ordinario
22/06/2023;49.º DE 2023;60000;55557;Segundo Premio Ordinario
24/06/2023;50.º DE 2023;600000;83971;Primer Premio Ordinario
24/06/2023;50.º DE 2023;120000;72792;Segundo Premio Ordinario
29/06/2023;51.º DE 2023;300000;72110;Primer Premio Ordinario
29/06/2023;51.º DE 2023;60000;73350;Segundo Premio Ordinario
01/07/2023;52.º DE 2023;2000000;21423;Primer Premio Extraordinario
01/07/2023;52.º DE 2023;600000;4034;Segundo Premio Extraordinario
01/07/2023;52.º DE 2023;200000;1627;Tercer Premio Extraordinario
06/07/2023;53.º DE 2023;300000;12741;Primer Premio Ordinario
06/07/2023;53.º DE 2023;60000;96824;Segundo Premio Ordinario
08/07/2023;54.º DE 2023;1500000;73593;Primer Premio Extraordinario
08/07/2023;54.º DE 2023;300000;56450;Segundo Premio Extraordinario
08/07/2023;54.º DE 2023;150000;13342;Tercer Premio Extraordinario
13/07/2023;55.º DE 2023;300000;57639;Primer Premio Ordinario
13/07/2023;55.º DE 2023;60000;47154;Segundo Premio Ordinario
15/07/2023;56.º DE 2023;600000;63153;Primer Premio Ordinario
15/07/2023;56.º DE 2023;120000;12845;Segundo Premio Ordinario
20/07/2023;57.º DE 2023;300000;1839;Primer Premio Ordinario
20/07/2023;57.º DE 2023;60000;9702;Segundo Premio Ordinario
22/07/2023;58.º DE 2023;600000;27764;Primer Premio Ordinario
22/07/2023;58.º DE 2023;120000;21162;Segundo Premio Ordinario
27/07/2023;59.º DE 2023;300000;97380;Primer Premio Ordinario
27/07/2023;59.º DE 2023;60000;83935;Segundo Premio Ordinario
29/07/2023;60.º DE 2023;600000;32601;Primer Premio Ordinario
29/07/2023;60.º DE 2023;120000;58019;Segundo Premio Ordinario
03/08/2023;61.º DE 2023;300000;57795;Primer Premio Ordinario
03/08/2023;61.º DE 2023;60000;49809;Segundo Premio Ordinario
05/08/2023;62.º DE 2023;1500000;56833;Primer Premio Extraordinario
05/08/2023;62.º DE 2023;300000;62550;Segundo Premio Extraordinario
05/08/2023;62.º DE 2023;150000;54098;Tercer Premio Extraordinario
10/08/2023;63.º DE 2023;300000;12591;Primer Premio Ordinario
10/08/2023;63.º DE 2023;60000;3831;Segundo Premio Ordinario
12/08/2023;64.º DE 2023;600000;82499;Primer Premio Ordinario
12/08/2023;64.º DE 2023;120000;24077;Segundo Premio Ordinario
17/08/2023;65.º DE 2023;300000;82277;Primer Premio Ordinario
17/08/2023;65.º DE 2023;60000;55940;Segundo Premio Ordinario
19/08/2023;66.º DE 2023;600000;62808;Primer Premio Ordinario
19/08/2023;66.º DE 2023;120000;80969;Segundo Premio Ordinario
24/08/2023;67.º DE 2023;300000;44442;Primer Premio Ordinario
24/08/2023;67.º DE 2023;60000;45797;Segundo Premio Ordinario
26/08/2023;68.º DE 2023;600000;34750;Primer Premio Ordinario
26/08/2023;68.º DE 2023;120000;91583;Segundo Premio Ordinario
31/08/2023;69.º DE 2023;300000;2776;Primer Premio Ordinario
31/08/2023;69.º DE 2023;60000;44545;Segundo Premio Ordinario
02/09/2023;70.º DE 2023;600000;91315;Primer Premio Ordinario
02/09/2023;70.º DE 2023;120000;71046;Segundo Premio Ordinario
07/09/2023;71.º DE 2023;300000;56272;Primer Premio Ordinario
07/09/2023;71.º DE 2023;60000;90558;Segundo Premio Ordinario
09/09/2023;72.º DE 2023;1500000;12930;Primer Premio Extraordinario
09/09/2023;72.º DE 2023;300000;92787;Segundo Premio Extraordinario
09/09/2023;72.º DE 2023;150000;65863;Tercer Premio Extraordinario
14/09/2023;73.º DE 2023;300000;19298;Primer Premio Ordinario
14/09/2023;73.º DE 2023;60000;15529;Segundo Premio Ordinario
16/09/2023;74.º DE 2023;600000;26685;Primer Premio Ordinario
16/09/2023;74.º DE 2023;120000;78828;Segundo Premio Ordinario
21/09/2023;75.º DE 2023;300000;42234;Primer Premio Ordinario
21/09/2023;75.º DE 2023;60000;5563;Segundo Premio Ordinario
23/09/2023;76.º DE 2023;600000;59792;Primer Premio Ordinario
23/09/2023;76.º DE 2023;120000;94077;Segundo Premio Ordinario
28/09/2023;77.º DE 2023;300000;60399;Primer Premio Ordinario
28/09/2023;77.º DE 2023;60000;28848;Segundo Premio Ordinario
30/09/2023;78.º DE 2023;600000;80529;Primer Premio Ordinario
30/09/2023;78.º DE 2023;120000;80215;Segundo Premio Ordinario
05/10/2023;79.º DE 2023;300000;5470;Primer Premio Ordinario
05/10/2023;79.º DE 2023;60000;38763;Segundo Premio Ordinario
07/10/2023;80.º DE 2023;600000;79485;Primer Premio Ordinario
07/10/2023;80.º DE 2023;120000;72862;Segundo Premio Ordinario
12/10/2023;81.º DE 2023;300000;27299;Primer Premio Ordinario
12/10/2023;81.º DE 2023;60000;8080;Segundo Premio Ordinario
14/10/2023;82.º DE 2023;1300000;9098;Primer Premio Extraordinario
14/10/2023;82.º DE 2023;250000;89379;Segundo Premio Extraordinario
19/10/2023;83.º DE 2023;300000;10091;Primer Premio Ordinario
19/10/2023;83.º DE 2023;60000;63782;Segundo Premio Ordinario
21/10/2023;84.º DE 2023;600000;21499;Primer Premio Ordinario
21/10/2023;84.º DE 2023;120000;44766;Segundo Premio Ordinario
26/10/2023;85.º DE 2023;300000;21209;Primer Premio Ordinario
26/10/2023;85.º DE 2023;60000;55024;Segundo Premio Ordinario
28/10/2023;86.º DE 2023;600000;93148;Primer Premio Ordinario
28/10/2023;86.º DE 2023;120000;51947;Segundo Premio Ordinario
02/11/2023;87.º DE 2023;300000;14323;Primer Premio Ordinario
02/11/2023;87.º DE 2023;60000;19764;Segundo Premio Ordinario
04/11/2023;88.º DE 2023;1500000;67230;Primer Premio Extraordinario
04/11/2023;88.º DE 2023;300000;5689;Segundo Premio Extraordinario
04/11/2023;88.º DE 2023;150000;57613;Tercer Premio Extraordinario
09/11/2023;89.º DE 2023;300000;94258;Primer Premio Ordinario
09/11/2023;89.º DE 2023;60000;98907;Segundo Premio Ordinario
11/11/2023;90.º DE 2023;600000;77401;Primer Premio Ordinario
11/11/2023;90.º DE 2023;120000;53507;Segundo Premio Ordinario
16/11/2023;91.º DE 2023;300000;80031;Primer Premio Ordinario
16/11/2023;91.º DE 2023;60000;54391;Segundo Premio Ordinario
18/11/2023;92.º DE 2023;600000;21664;Primer Premio Ordinario
18/11/2023;92.º DE 2023;120000;52066;Segundo Premio Ordinario
23/11/2023;93.º DE 2023;300000;24490;Primer Premio Ordinario
23/11/2023;93.º DE 2023;60000;22011;Segundo Premio Ordinario
25/11/2023;94.º DE 2023;600000;86216;Primer Premio Ordinario
25/11/2023;94.º DE 2023;120000;72850;Segundo Premio Ordinario
30/11/2023;95.º DE 2023;300000;96062;Primer Premio Ordinario
30/11/2023;95.º DE 2023;60000;75115;Segundo Premio Ordinario
02/12/2023;96.º DE 2023;600000;81027;Primer Premio Ordinario
02/12/2023;96.º DE 2023;120000;3222;Segundo Premio Ordinario
07/12/2023;97.º DE 2023;300000;56574;Primer Premio Ordinario
07/12/2023;97.º DE 2023;60000;40582;Segundo Premio Ordinario
09/12/2023;98.º DE 2023;1300000;61160;Primer Premio Extraordinario
09/12/2023;98.º DE 2023;250000;53932;Segundo Premio Extraordinario
14/12/2023;99.º DE 2023;300000;78842;Primer Premio Ordinario
14/12/2023;99.º DE 2023;60000;54966;Segundo Premio Ordinario
16/12/2023;100.º DE 2023;600000;31554;Primer Premio Ordinario
16/12/2023;100.º DE 2023;120000;63756;Segundo Premio Ordinario
21/12/2023;101.º DE 2023;300000;99445;Primer Premio Ordinario
21/12/2023;101.º DE 2023;60000;7634;Segundo Premio Ordinario
22/12/2023;;4000000;88008;Primer Premio
22/12/2023;;1250000;58303;Segundo Premio
22/12/2023;;500000;31938;Tercer Premio
22/12/2023;;200000;93361;1º Cuarto Premio
22/12/2023;;200000;41147;2º Cuarto Premio
22/12/2023;;60000;54274;1º Quinto Premio
22/12/2023;;60000;45353;2º Quinto Premio
22/12/2023;;60000;57421;3º Quinto Premio
22/12/2023;;60000;88979;4º Quinto Premio
22/12/2023;;60000;92023;5º Quinto Premio
22/12/2023;;60000;1568;6º Quinto Premio
22/12/2023;;60000;86007;7º Quinto Premio
22/12/2023;;60000;37038;8º Quinto Premio
04/01/2024;1.º DE 2024;300000;80260;Primer Premio Ordinario
04/01/2024;1.º DE 2024;60000;57393;Segundo Premio Ordinario
06/01/2024;2.º DE 2024;2000000;94974;Primer Premio Extraordinario
06/01/2024;2.º DE 2024;750000;89634;Segundo Premio Extraordinario
06/01/2024;2.º DE 2024;250000;57033;Tercer Premio Extraordinario
11/01/2024;3.º DE 2024;300000;60859;Primer Premio Ordinario
11/01/2024;3.º DE 2024;60000;49296;Segundo Premio Ordinario
13/01/2024;4.º DE 2024;1500000;43422;Primer Premio Extraordinario
13/01/2024;4.º DE 2024;300000;31142;Segundo Premio Extraordinario
13/01/2024;4.º DE 2024;150000;61716;Tercer Premio Extraordinario
18/01/2024;5.º DE 2024;300000;45849;Primer Premio Ordinario
18/01/2024;5.º DE 2024;60000;29536;Segundo Premio Ordinario
20/01/2024;6.º DE 2024;1000000;56859;Primer Premio Extraordinario
20/01/2024;6.º DE 2024;250000;84343;Segundo Premio Extraordinario
20/01/2024;6.º DE 2024;50000;97778;Tercer Premio Extraordinario
25/01/2024;7.º DE 2024;300000;2344;Primer Premio Ordinario
25/01/2024;7.º DE 2024;60000;74455;Segundo Premio Ordinario
27/01/2024;8.º DE 2024;600000;10186;Primer Premio Ordinario
27/01/2024;8.º DE 2024;120000;20085;Segundo Premio Ordinario
01/02/2024;9.º DE 2024;300000;86015;Primer Premio Ordinario
01/02/2024;9.º DE 2024;60000;61520;Segundo Premio Ordinario
03/02/2024;10.º DE 2024;600000;7709;Primer Premio Ordinario
03/02/2024;10.º DE 2024;120000;7592;Segundo Premio Ordinario
08/02/2024;11.º DE 2024;300000;19156;Primer Premio Ordinario
08/02/2024;11.º DE 2024;60000;65772;Segundo Premio Ordinario
10/02/2024;12.º DE 2024;600000;60407;Primer Premio Ordinario
10/02/2024;12.º DE 2024;120000;67981;Segundo Premio Ordinario
15/02/2024;13.º DE 2024;300000;11568;Primer Premio Ordinario
15/02/2024;13.º DE 2024;60000;28569;Segundo Premio Ordinario
17/02/2024;14.º DE 2024;1300000;72246;Primer Premio Extraordinario
17/02/2024;14.º DE 2024;250000;72530;Segundo Premio Extraordinario
22/02/2024;15.º DE 2024;300000;41701;Primer Premio Ordinario
22/02/2024;15.º DE 2024;60000;45034;Segundo Premio Ordinario
24/02/2024;16.º DE 2024;600000;76850;Primer Premio Ordinario
24/02/2024;16.º DE 2024;120000;24768;Segundo Premio Ordinario
29/02/2024;17.º DE 2024;300000;78863;Primer Premio Ordinario
29/02/2024;17.º DE 2024;60000;29479;Segundo Premio Ordinario
02/03/2024;18.º DE 2024;600000;32609;Primer Premio Ordinario
02/03/2024;18.º DE 2024;120000;20739;Segundo Premio Ordinario
07/03/2024;19.º DE 2024;300000;86709;Primer Premio Ordinario
07/03/2024;19.º DE 2024;60000;21260;Segundo Premio Ordinario
09/03/2024;20.º DE 2024;600000;10235;Primer Premio Ordinario
09/03/2024;20.º DE 2024;120000;53616;Segundo Premio Ordinario
14/03/2024;21.º DE 2024;300000;67455;Primer Premio Ordinario
14/03/2024;21.º DE 2024;60000;29648;Segundo Premio Ordinario
16/03/2024;22.º DE 2024;600000;68836;Primer Premio Ordinario
16/03/2024;22.º DE 2024;120000;63010;Segundo Premio Ordinario
21/03/2024;23.º DE 2024;300000;65020;Primer Premio Ordinario
21/03/2024;23.º DE 2024;60000;27636;Segundo Premio Ordinario
23/03/2024;24.º DE 2024;1300000;28386;Primer Premio Extraordinario
23/03/2024;24.º DE 2024;250000;30808;Segundo Premio Extraordinario
28/03/2024;25.º DE 2024;300000;18340;Primer Premio Ordinario
28/03/2024;25.º DE 2024;60000;85670;Segundo Premio Ordinario
30/03/2024;26.º DE 2024;600000;85826;Primer Premio Ordinario
30/03/2024;26.º DE 2024;120000;70056;Segundo Premio Ordinario
04/04/2024;27.º DE 2024;300000;84670;Primer Premio Ordinario
04/04/2024;27.º DE 2024;60000;5148;Segundo Premio Ordinario
06/04/2024;28.º DE 2024;1500000;72271;Primer Premio Extraordinario
06/04/2024;28.º DE 2024;300000;37496;Segundo Premio Extraordinario
06/04/2024;28.º DE 2024;150000;7316;Tercer Premio Extraordinario
11/04/2024;29.º DE 2024;300000;61838;Primer Premio Ordinario
11/04/2024;29.º DE 2024;60000;54642;Segundo Premio Ordinario
13/04/2024;30.º DE 2024;600000;84501;Primer Premio Ordinario
13/04/2024;30.º DE 2024;120000;61801;Segundo Premio Ordinario
18/04/2024;31.º DE 2024;300000;65500;Primer Premio Ordinario
18/04/2024;31.º DE 2024;60000;68928;Segundo Premio Ordinario
20/04/2024;32.º DE 2024;600000;91210;Primer Premio Ordinario
20/04/2024;32.º DE 2024;120000;31907;Segundo Premio Ordinario
25/04/2024;33.º DE 2024;300000;27292;Primer Premio Ordinario
25/04/2024;33.º DE 2024;60000;50020;Segundo Premio Ordinario
27/04/2024;34.º DE 2024;600000;13440;Primer Premio Ordinario
27/04/2024;34.º DE 2024;120000;7188;Segundo Premio Ordinario
02/05/2024;35.º DE 2024;300000;88253;Primer Premio Ordinario
02/05/2024;35.º DE 2024;60000;35986;Segundo Premio Ordinario
05/05/2024;36.º DE 2024;1300000;30128;Primer Premio Extraordinario
05/05/2024;36.º DE 2024;250000;43909;Segundo Premio Extraordinario
09/05/2024;37.º DE 2024;300000;5355;Primer Premio Ordinario
09/05/2024;37.º DE 2024;60000;17183;Segundo Premio Ordinario
11/05/2024;38.º DE 2024;600000;62024;Primer Premio Ordinario
11/05/2024;38.º DE 2024;120000;4985;Segundo Premio Ordinario
16/05/2024;39.º DE 2024;300000;72670;Primer Premio Ordinario
16/05/2024;39.º DE 2024;60000;65223;Segundo Premio Ordinario
18/05/2024;40.º DE 2024;600000;75892;Primer Premio Ordinario
18/05/2024;40.º DE 2024;120000;98155;Segundo Premio Ordinario
23/05/2024;41.º DE 2024;300000;19673;Primer Premio Ordinario
23/05/2024;41.º DE 2024;60000;27473;Segundo Premio Ordinario
25/05/2024;42.º DE 2024;600000;97751;Primer Premio Ordinario
25/05/2024;42.º DE 2024;120000;25447;Segundo Premio Ordinario
30/05/2024;43.º DE 2024;300000;75683;Primer Premio Ordinario
30/05/2024;43.º DE 2024;60000;48097;Segundo Premio Ordinario
01/06/2024;44.º DE 2024;1500000;58787;Primer Premio Extraordinario
01/06/2024;44.º DE 2024;300000;39400;Segundo Premio Extraordinario
01/06/2024;44.º DE 2024;150000;53407;Tercer Premio Extraordinario
06/06/2024;45.º DE 2024;300000;346;Primer Premio Ordinario
06/06/2024;45.º DE 2024;60000;31708;Segundo Premio Ordinario
08/06/2024;46.º DE 2024;600000;3510;Primer Premio Ordinario
08/06/2024;46.º DE 2024;120000;23678;Segundo Premio Ordinario
13/06/2024;47.º DE 2024;300000;68568;Primer Premio Ordinario
13/06/2024;47.º DE 2024;60000;89484;Segundo Premio Ordinario
15/06/2024;48.º DE 2024;600000;56790;Primer Premio Ordinario
15/06/2024;48.º DE 2024;120000;10278;Segundo Premio Ordinario
20/06/2024;49.º DE 2024;300000;93233;Primer Premio Ordinario
20/06/2024;49.º DE 2024;60000;22302;Segundo Premio Ordinario
22/06/2024;50.º DE 2024;600000;95758;Primer Premio Ordinario
22/06/2024;50.º DE 2024;120000;4741;Segundo Premio Ordinario
27/06/2024;51.º DE 2024;300000;33212;Primer Premio Ordinario
27/06/2024;51.º DE 2024;60000;51620;Segundo Premio Ordinario
29/06/2024;52.º DE 2024;600000;29717;Primer Premio Ordinario
29/06/2024;52.º DE 2024;120000;84806;Segundo Premio Ordinario
04/07/2024;53.º DE 2024;300000;15949;Primer Premio Ordinario
04/07/2024;53.º DE 2024;60000;89661;Segundo Premio Ordinario
06/07/2024;54.º DE 2024;2000000;91034;Primer Premio Extraordinario
06/07/2024;54.º DE 2024;600000;74950;Segundo Premio Extraordinario
06/07/2024;54.º DE 2024;200000;36814;Tercer Premio Extraordinario
11/07/2024;55.º DE 2024;300000;36278;Primer Premio Ordinario
11/07/2024;55.º DE 2024;60000;53977;Segundo Premio Ordinario
13/07/2024;56.º DE 2024;1500000;86171;Primer Premio Extraordinario
13/07/2024;56.º DE 2024;300000;25492;Segundo Premio Extraordinario
13/07/2024;56.º DE 2024;150000;56318;Tercer Premio Extraordinario
18/07/2024;57.º DE 2024;300000;49522;Primer Premio Ordinario
18/07/2024;57.º DE 2024;60000;43858;Segundo Premio Ordinario
20/07/2024;58.º DE 2024;600000;11749;Primer Premio Ordinario
20/07/2024;58.º DE 2024;120000;41643;Segundo Premio Ordinario
25/07/2024;59.º DE 2024;300000;64261;Primer Premio Ordinario
25/07/2024;59.º DE 2024;60000;72061;Segundo Premio Ordinario
27/07/2024;60.º DE 2024;600000;44143;Primer Premio Ordinario
27/07/2024;60.º DE 2024;120000;14584;Segundo Premio Ordinario
01/08/2024;61.º DE 2024;300000;91351;Primer Premio Ordinario
01/08/2024;61.º DE 2024;60000;70909;Segundo Premio Ordinario
03/08/2024;62.º DE 2024;1500000;25724;Primer Premio Extraordinario
03/08/2024;62.º DE 2024;300000;56249;Segundo Premio Extraordinario
03/08/2024;62.º DE 2024;150000;87396;Tercer Premio Extraordinario
