Fecha;Sorteo;Euros;Numero;Categoria
02/05/2013;35.º DE 2013;300000;84931;Primer Premio Ordinario
02/05/2013;35.º DE 2013;60000;67091;Segundo Premio Ordinario
16/05/2013;39.º DE 2013;300000;16416;Primer Premio Ordinario
16/05/2013;39.º DE 2013;60000;8658;Segundo Premio Ordinario
18/05/2013;40.º DE 2013;600000;41948;Primer Premio Ordinario
18/05/2013;40.º DE 2013;120000;13015;Segundo Premio Ordinario
23/05/2013;41.º DE 2013;300000;68138;Primer Premio Ordinario
23/05/2013;41.º DE 2013;60000;29477;Segundo Premio Ordinario
25/05/2013;42.º DE 2013;600000;50043;Primer Premio Ordinario
25/05/2013;42.º DE 2013;120000;27467;Segundo Premio Ordinario
30/05/2013;43.º DE 2013;300000;11234;Primer Premio Ordinario
30/05/2013;43.º DE 2013;60000;60399;Segundo Premio Ordinario
01/06/2013;44.º DE 2013;600000;57545;Primer Premio Ordinario
01/06/2013;44.º DE 2013;120000;18412;Segundo Premio Ordinario
06/06/2013;45.º DE 2013;300000;72998;Primer Premio Ordinario
06/06/2013;45.º DE 2013;60000;44630;Segundo Premio Ordinario
08/06/2013;46.º DE 2013;1000000;81619;Primer Premio Extraordinario
08/06/2013;46.º DE 2013;250000;21603;Segundo Premio Extraordinario
08/06/2013;46.º DE 2013;50000;30251;Tercer Premio Extraordinario
13/06/2013;47.º DE 2013;300000;30947;Primer Premio Ordinario
13/06/2013;47.º DE 2013;60000;25665;Segundo Premio Ordinario
15/06/2013;48.º DE 2013;600000;22784;Primer Premio Ordinario
15/06/2013;48.º DE 2013;120000;68062;Segundo Premio Ordinario
20/06/2013;49.º DE 2013;300000;15901;Primer Premio Ordinario
20/06/2013;49.º DE 2013;60000;52538;Segundo Premio Ordinario
22/06/2013;50.º DE 2013;600000;24921;Primer Premio Ordinario
22/06/2013;50.º DE 2013;120000;50004;Segundo Premio Ordinario
27/06/2013;51.º DE 2013;300000;84210;Primer Premio Ordinario
27/06/2013;51.º DE 2013;60000;60703;Segundo Premio Ordinario
29/06/2013;52.º DE 2013;600000;94461;Primer Premio Ordinario
29/06/2013;52.º DE 2013;120000;1081;Segundo Premio Ordinario
04/07/2013;53.º DE 2013;300000;50132;Primer Premio Ordinario
04/07/2013;53.º DE 2013;60000;38432;Segundo Premio Ordinario
06/07/2013;54.º DE 2013;2000000;12590;Primer Premio Extraordinario
06/07/2013;54.º DE 2013;1000000;6508;Segundo Premio Extraordinario
11/07/2013;55.º DE 2013;300000;34412;Primer Premio Ordinario
11/07/2013;55.º DE 2013;60000;3965;Segundo Premio Ordinario
18/07/2013;57.º DE 2013;300000;12073;Primer Premio Ordinario
18/07/2013;57.º DE 2013;60000;3042;Segundo Premio Ordinario
20/07/2013;58.º DE 2013;600000;23123;Primer Premio Ordinario
20/07/2013;58.º DE 2013;120000;37598;Segundo Premio Ordinario
27/07/2013;60.º DE 2013;600000;33750;Primer Premio Ordinario
27/07/2013;60.º DE 2013;120000;64256;Segundo Premio Ordinario
01/08/2013;61.º DE 2013;300000;80167;Primer Premio Ordinario
01/08/2013;61.º DE 2013;60000;96625;Segundo Premio Ordinario
03/08/2013;62.º DE 2013;1000000;30271;Primer Premio Extraordinario
03/08/2013;62.º DE 2013;250000;66362;Segundo Premio Extraordinario
03/08/2013;62.º DE 2013;50000;69174;Tercer Premio Extraordinario
08/08/2013;63.º DE 2013;300000;56905;Primer Premio Ordinario
08/08/2013;63.º DE 2013;60000;28304;Segundo Premio Ordinario
10/08/2013;64.º DE 2013;600000;88983;Primer Premio Ordinario
10/08/2013;64.º DE 2013;120000;62798;Segundo Premio Ordinario
15/08/2013;65.º DE 2013;300000;95850;Primer Premio Ordinario
15/08/2013;65.º DE 2013;60000;60111;Segundo Premio Ordinario
17/08/2013;66.º DE 2013;600000;38720;Primer Premio Ordinario
17/08/2013;66.º DE 2013;120000;81520;Segundo Premio Ordinario
22/08/2013;67.º DE 2013;300000;45521;Primer Premio Ordinario
22/08/2013;67.º DE 2013;60000;44533;Segundo Premio Ordinario
24/08/2013;68.º DE 2013;600000;64288;Primer Premio Ordinario
24/08/2013;68.º DE 2013;120000;88143;Segundo Premio Ordinario
29/08/2013;69.º DE 2013;300000;60998;Primer Premio Ordinario
29/08/2013;69.º DE 2013;60000;39206;Segundo Premio Ordinario
31/08/2013;70.º DE 2013;600000;2706;Primer Premio Ordinario
31/08/2013;70.º DE 2013;120000;99387;Segundo Premio Ordinario
05/09/2013;71.º DE 2013;300000;207;Primer Premio Ordinario
05/09/2013;71.º DE 2013;60000;11830;Segundo Premio Ordinario
07/09/2013;72.º DE 2013;1300000;70123;Primer Premio Extraordinario
07/09/2013;72.º DE 2013;250000;27320;Segundo Premio Extraordinario
12/09/2013;73.º DE 2013;300000;4139;Primer Premio Ordinario
12/09/2013;73.º DE 2013;60000;91505;Segundo Premio Ordinario
14/09/2013;74.º DE 2013;1000000;40254;Primer Premio Extraordinario
14/09/2013;74.º DE 2013;250000;19394;Segundo Premio Extraordinario
14/09/2013;74.º DE 2013;50000;88039;Tercer Premio Extraordinario
19/09/2013;75.º DE 2013;300000;97532;Primer Premio Ordinario
19/09/2013;75.º DE 2013;60000;77589;Segundo Premio Ordinario
21/09/2013;76.º DE 2013;600000;90419;Primer Premio Ordinario
21/09/2013;76.º DE 2013;120000;64404;Segundo Premio Ordinario
26/09/2013;77.º DE 2013;300000;20505;Primer Premio Ordinario
26/09/2013;77.º DE 2013;60000;70353;Segundo Premio Ordinario
28/09/2013;78.º DE 2013;600000;35083;Primer Premio Ordinario
28/09/2013;78.º DE 2013;120000;96780;Segundo Premio Ordinario
03/10/2013;79.º DE 2013;300000;73651;Primer Premio Ordinario
03/10/2013;79.º DE 2013;60000;70237;Segundo Premio Ordinario
05/10/2013;80.º DE 2013;1300000;37953;Primer Premio Extraordinario
05/10/2013;80.º DE 2013;250000;80853;Segundo Premio Extraordinario
10/10/2013;81.º DE 2013;300000;38849;Primer Premio Ordinario
10/10/2013;81.º DE 2013;60000;96976;Segundo Premio Ordinario
17/10/2013;83.º DE 2013;300000;99441;Primer Premio Ordinario
17/10/2013;83.º DE 2013;60000;72060;Segundo Premio Ordinario
19/10/2013;84.º DE 2013;600000;87359;Primer Premio Ordinario
19/10/2013;84.º DE 2013;120000;86637;Segundo Premio Ordinario
24/10/2013;85.º DE 2013;300000;90111;Primer Premio Ordinario
24/10/2013;85.º DE 2013;60000;65588;Segundo Premio Ordinario
26/10/2013;86.º DE 2013;600000;36075;Primer Premio Ordinario
26/10/2013;86.º DE 2013;120000;30788;Segundo Premio Ordinario
31/10/2013;87.º DE 2013;300000;27658;Primer Premio Ordinario
31/10/2013;87.º DE 2013;60000;48096;Segundo Premio Ordinario
02/11/2013;88.º DE 2013;600000;90290;Primer Premio Ordinario
02/11/2013;88.º DE 2013;120000;92376;Segundo Premio Ordinario
07/11/2013;89.º DE 2013;300000;79275;Primer Premio Ordinario
07/11/2013;89.º DE 2013;60000;65304;Segundo Premio Ordinario
09/11/2013;90.º DE 2013;1000000;89649;Primer Premio Extraordinario
09/11/2013;90.º DE 2013;250000;96615;Segundo Premio Extraordinario
09/11/2013;90.º DE 2013;50000;12398;Tercer Premio Extraordinario
14/11/2013;91.º DE 2013;300000;10664;Primer Premio Ordinario
14/11/2013;91.º DE 2013;60000;45679;Segundo Premio Ordinario
21/11/2013;93.º DE 2013;300000;15049;Primer Premio Ordinario
21/11/2013;93.º DE 2013;60000;70361;Segundo Premio Ordinario
23/11/2013;94.º DE 2013;600000;33698;Primer Premio Ordinario
23/11/2013;94.º DE 2013;120000;11447;Segundo Premio Ordinario
28/11/2013;95.º DE 2013;300000;22184;Primer Premio Ordinario
28/11/2013;95.º DE 2013;60000;58358;Segundo Premio Ordinario
30/11/2013;96.º DE 2013;600000;9887;Primer Premio Ordinario
30/11/2013;96.º DE 2013;120000;57028;Segundo Premio Ordinario
05/12/2013;97.º DE 2013;300000;74946;Primer Premio Ordinario
05/12/2013;97.º DE 2013;60000;52906;Segundo Premio Ordinario
14/12/2013;100.º DE 2013;600000;40236;Primer Premio Ordinario
14/12/2013;100.º DE 2013;120000;18607;Segundo Premio Ordinario
19/12/2013;101.º DE 2013;300000;47672;Primer Premio Ordinario
19/12/2013;101.º DE 2013;60000;80164;Segundo Premio Ordinario
22/12/2013;102;4000000;62246;Primer Premio
22/12/2013;102;1250000;79712;Segundo Premio
22/12/2013;102;500000;51689;Tercer Premio
22/12/2013;102;200000;67065;1º Cuarto Premio
22/12/2013;102;200000;79800;2º Cuarto Premio
22/12/2013;102;60000;52754;1º Quinto Premio
22/12/2013;102;60000;17320;2º Quinto Premio
22/12/2013;102;60000;55695;3º Quinto Premio
22/12/2013;102;60000;14850;4º Quinto Premio
22/12/2013;102;60000;81156;5º Quinto Premio
22/12/2013;102;60000;81854;6º Quinto Premio
22/12/2013;102;60000;5721;7º Quinto Premio
22/12/2013;102;60000;48589;8º Quinto Premio
02/01/2014;1.º DE 2014;300000;37140;Primer Premio Ordinario
02/01/2014;1.º DE 2014;60000;75140;Segundo Premio Ordinario
06/01/2014;2.º DE 2014;2000000;76254;Primer Premio Extraordinario
06/01/2014;2.º DE 2014;750000;69362;Segundo Premio Extraordinario
06/01/2014;2.º DE 2014;250000;8347;Tercer Premio Extraordinario
09/01/2014;3.º DE 2014;300000;66533;Primer Premio Ordinario
09/01/2014;3.º DE 2014;60000;50828;Segundo Premio Ordinario
11/01/2014;4.º DE 2014;1300000;57450;Primer Premio Extraordinario
11/01/2014;4.º DE 2014;250000;40735;Segundo Premio Extraordinario
16/01/2014;5.º DE 2014;300000;73099;Primer Premio Ordinario
16/01/2014;5.º DE 2014;60000;26512;Segundo Premio Ordinario
18/01/2014;6.º DE 2014;1000000;28962;Primer Premio Extraordinario
18/01/2014;6.º DE 2014;250000;59777;Segundo Premio Extraordinario
18/01/2014;6.º DE 2014;50000;16442;Tercer Premio Extraordinario
23/01/2014;7.º DE 2014;300000;20988;Primer Premio Ordinario
23/01/2014;7.º DE 2014;60000;72474;Segundo Premio Ordinario
25/01/2014;8.º DE 2014;600000;40427;Primer Premio Ordinario
25/01/2014;8.º DE 2014;120000;23330;Segundo Premio Ordinario
30/01/2014;9.º DE 2014;300000;85030;Primer Premio Ordinario
30/01/2014;9.º DE 2014;60000;85546;Segundo Premio Ordinario
01/02/2014;10.º DE 2014;600000;36957;Primer Premio Ordinario
01/02/2014;10.º DE 2014;120000;96311;Segundo Premio Ordinario
06/02/2014;11.º DE 2014;300000;9752;Primer Premio Ordinario
06/02/2014;11.º DE 2014;60000;92673;Segundo Premio Ordinario
08/02/2014;12.º DE 2014;1000000;24942;Primer Premio Extraordinario
08/02/2014;12.º DE 2014;250000;75359;Segundo Premio Extraordinario
08/02/2014;12.º DE 2014;50000;67847;Tercer Premio Extraordinario
13/02/2014;13.º DE 2014;300000;83428;Primer Premio Ordinario
13/02/2014;13.º DE 2014;60000;65796;Segundo Premio Ordinario
15/02/2014;14.º DE 2014;600000;78737;Primer Premio Ordinario
15/02/2014;14.º DE 2014;120000;66617;Segundo Premio Ordinario
20/02/2014;15.º DE 2014;300000;94881;Primer Premio Ordinario
20/02/2014;15.º DE 2014;60000;77651;Segundo Premio Ordinario
22/02/2014;16.º DE 2014;600000;85209;Primer Premio Ordinario
22/02/2014;16.º DE 2014;120000;39731;Segundo Premio Ordinario
27/02/2014;17.º DE 2014;300000;94405;Primer Premio Ordinario
27/02/2014;17.º DE 2014;60000;14546;Segundo Premio Ordinario
08/03/2014;20.º DE 2014;1000000;15850;Primer Premio Extraordinario
08/03/2014;20.º DE 2014;250000;58533;Segundo Premio Extraordinario
08/03/2014;20.º DE 2014;50000;43783;Tercer Premio Extraordinario
13/03/2014;21.º DE 2014;300000;93914;Primer Premio Ordinario
13/03/2014;21.º DE 2014;60000;32245;Segundo Premio Ordinario
15/03/2014;22.º DE 2014;600000;57513;Primer Premio Ordinario
15/03/2014;22.º DE 2014;120000;12565;Segundo Premio Ordinario
20/03/2014;23.º DE 2014;300000;42501;Primer Premio Ordinario
20/03/2014;23.º DE 2014;60000;39457;Segundo Premio Ordinario
22/03/2014;24.º DE 2014;600000;93536;Primer Premio Ordinario
22/03/2014;24.º DE 2014;120000;79444;Segundo Premio Ordinario
27/03/2014;25.º DE 2014;300000;88382;Primer Premio Ordinario
27/03/2014;25.º DE 2014;60000;65090;Segundo Premio Ordinario
29/03/2014;26.º DE 2014;600000;44861;Primer Premio Ordinario
29/03/2014;26.º DE 2014;120000;27487;Segundo Premio Ordinario
03/04/2014;27.º DE 2014;300000;52265;Primer Premio Ordinario
03/04/2014;27.º DE 2014;60000;45638;Segundo Premio Ordinario
05/04/2014;28.º DE 2014;1300000;19623;Primer Premio Extraordinario
05/04/2014;28.º DE 2014;250000;84062;Segundo Premio Extraordinario
10/04/2014;29.º DE 2014;300000;51483;Primer Premio Ordinario
10/04/2014;29.º DE 2014;60000;57089;Segundo Premio Ordinario
12/04/2014;30.º DE 2014;600000;1147;Primer Premio Ordinario
12/04/2014;30.º DE 2014;120000;53702;Segundo Premio Ordinario
17/04/2014;31.º DE 2014;300000;45384;Primer Premio Ordinario
17/04/2014;31.º DE 2014;60000;61064;Segundo Premio Ordinario
19/04/2014;32.º DE 2014;600000;69737;Primer Premio Ordinario
19/04/2014;32.º DE 2014;120000;42664;Segundo Premio Ordinario
24/04/2014;33.º DE 2014;300000;16689;Primer Premio Ordinario
24/04/2014;33.º DE 2014;60000;63721;Segundo Premio Ordinario
26/04/2014;34.º DE 2014;600000;16961;Primer Premio Ordinario
26/04/2014;34.º DE 2014;120000;53560;Segundo Premio Ordinario
01/05/2014;35.º DE 2014;300000;19871;Primer Premio Ordinario
01/05/2014;35.º DE 2014;60000;37412;Segundo Premio Ordinario
03/05/2014;36.º DE 2014;600000;41642;Primer Premio Ordinario
03/05/2014;36.º DE 2014;120000;22421;Segundo Premio Ordinario
08/05/2014;37.º DE 2014;300000;36942;Primer Premio Ordinario
08/05/2014;37.º DE 2014;60000;99998;Segundo Premio Ordinario
10/05/2014;38.º DE 2014;1000000;452;Primer Premio Extraordinario
10/05/2014;38.º DE 2014;250000;73770;Segundo Premio Extraordinario
10/05/2014;38.º DE 2014;50000;38085;Tercer Premio Extraordinario
15/05/2014;39.º DE 2014;300000;1025;Primer Premio Ordinario
15/05/2014;39.º DE 2014;60000;80645;Segundo Premio Ordinario
17/05/2014;40.º DE 2014;600000;35070;Primer Premio Ordinario
17/05/2014;40.º DE 2014;120000;36974;Segundo Premio Ordinario
22/05/2014;41.º DE 2014;300000;53764;Primer Premio Ordinario
22/05/2014;41.º DE 2014;60000;85415;Segundo Premio Ordinario
24/05/2014;42.º DE 2014;600000;72296;Primer Premio Ordinario
24/05/2014;42.º DE 2014;120000;40141;Segundo Premio Ordinario
29/05/2014;43.º DE 2014;300000;83150;Primer Premio Ordinario
29/05/2014;43.º DE 2014;60000;73992;Segundo Premio Ordinario
31/05/2014;44.º DE 2014;600000;48033;Primer Premio Ordinario
31/05/2014;44.º DE 2014;120000;23276;Segundo Premio Ordinario
05/06/2014;45.º DE 2014;300000;44629;Primer Premio Ordinario
05/06/2014;45.º DE 2014;60000;22733;Segundo Premio Ordinario
07/06/2014;46.º DE 2014;1000000;93710;Primer Premio Extraordinario
07/06/2014;46.º DE 2014;250000;88402;Segundo Premio Extraordinario
07/06/2014;46.º DE 2014;50000;93065;Tercer Premio Extraordinario
12/06/2014;47.º DE 2014;300000;87080;Primer Premio Ordinario
12/06/2014;47.º DE 2014;60000;32534;Segundo Premio Ordinario
14/06/2014;48.º DE 2014;600000;54905;Primer Premio Ordinario
14/06/2014;48.º DE 2014;120000;17447;Segundo Premio Ordinario
19/06/2014;49.º DE 2014;300000;25230;Primer Premio Ordinario
19/06/2014;49.º DE 2014;60000;63678;Segundo Premio Ordinario
21/06/2014;50.º DE 2014;600000;87149;Primer Premio Ordinario
21/06/2014;50.º DE 2014;120000;68333;Segundo Premio Ordinario
26/06/2014;51.º DE 2014;300000;12369;Primer Premio Ordinario
26/06/2014;51.º DE 2014;60000;41868;Segundo Premio Ordinario
28/06/2014;52.º DE 2014;600000;52535;Primer Premio Ordinario
28/06/2014;52.º DE 2014;120000;43141;Segundo Premio Ordinario
03/07/2014;53.º DE 2014;300000;72574;Primer Premio Ordinario
03/07/2014;53.º DE 2014;60000;94430;Segundo Premio Ordinario
05/07/2014;54.º DE 2014;2000000;5664;Primer Premio Extraordinario
05/07/2014;54.º DE 2014;1000000;66681;Segundo Premio Extraordinario
10/07/2014;55.º DE 2014;300000;38332;Primer Premio Ordinario
10/07/2014;55.º DE 2014;60000;84308;Segundo Premio Ordinario
12/07/2014;56.º DE 2014;1000000;26972;Primer Premio Extraordinario
12/07/2014;56.º DE 2014;250000;44592;Segundo Premio Extraordinario
12/07/2014;56.º DE 2014;50000;99875;Tercer Premio Extraordinario
17/07/2014;57.º DE 2014;300000;39986;Primer Premio Ordinario
17/07/2014;57.º DE 2014;60000;59660;Segundo Premio Ordinario
19/07/2014;58.º DE 2014;600000;26081;Primer Premio Ordinario
19/07/2014;58.º DE 2014;120000;50105;Segundo Premio Ordinario
24/07/2014;59.º DE 2014;300000;30014;Primer Premio Ordinario
24/07/2014;59.º DE 2014;60000;57044;Segundo Premio Ordinario
26/07/2014;60.º DE 2014;600000;63869;Primer Premio Ordinario
26/07/2014;60.º DE 2014;120000;73555;Segundo Premio Ordinario
31/07/2014;61.º DE 2014;300000;35807;Primer Premio Ordinario
31/07/2014;61.º DE 2014;60000;64938;Segundo Premio Ordinario
02/08/2014;62.º DE 2014;1000000;51258;Primer Premio Extraordinario
02/08/2014;62.º DE 2014;250000;24605;Segundo Premio Extraordinario
02/08/2014;62.º DE 2014;50000;31989;Tercer Premio Extraordinario
07/08/2014;63.º DE 2014;300000;79597;Primer Premio Ordinario
07/08/2014;63.º DE 2014;60000;57757;Segundo Premio Ordinario
09/08/2014;64.º DE 2014;600000;13390;Primer Premio Ordinario
09/08/2014;64.º DE 2014;120000;42368;Segundo Premio Ordinario
14/08/2014;65.º DE 2014;300000;29695;Primer Premio Ordinario
14/08/2014;65.º DE 2014;60000;23180;Segundo Premio Ordinario
16/08/2014;66.º DE 2014;600000;30529;Primer Premio Ordinario
16/08/2014;66.º DE 2014;120000;74235;Segundo Premio Ordinario
21/08/2014;67.º DE 2014;300000;24716;Primer Premio Ordinario
21/08/2014;67.º DE 2014;60000;60838;Segundo Premio Ordinario
23/08/2014;68.º DE 2014;600000;36001;Primer Premio Ordinario
23/08/2014;68.º DE 2014;120000;33039;Segundo Premio Ordinario
28/08/2014;69.º DE 2014;300000;96603;Primer Premio Ordinario
28/08/2014;69.º DE 2014;60000;21327;Segundo Premio Ordinario
30/08/2014;70.º DE 2014;600000;81329;Primer Premio Ordinario
30/08/2014;70.º DE 2014;120000;79439;Segundo Premio Ordinario
04/09/2014;71.º DE 2014;300000;39509;Primer Premio Ordinario
04/09/2014;71.º DE 2014;60000;19284;Segundo Premio Ordinario
06/09/2014;72.º DE 2014;1000000;75724;Primer Premio Extraordinario
06/09/2014;72.º DE 2014;250000;18971;Segundo Premio Extraordinario
06/09/2014;72.º DE 2014;50000;7621;Tercer Premio Extraordinario
11/09/2014;73.º DE 2014;300000;87317;Primer Premio Ordinario
11/09/2014;73.º DE 2014;60000;93805;Segundo Premio Ordinario
13/09/2014;74.º DE 2014;600000;479;Primer Premio Ordinario
13/09/2014;74.º DE 2014;120000;59860;Segundo Premio Ordinario
18/09/2014;75.º DE 2014;300000;29914;Primer Premio Ordinario
18/09/2014;75.º DE 2014;60000;73043;Segundo Premio Ordinario
20/09/2014;76.º DE 2014;600000;78919;Primer Premio Ordinario
20/09/2014;76.º DE 2014;120000;5208;Segundo Premio Ordinario
25/09/2014;77.º DE 2014;300000;32048;Primer Premio Ordinario
25/09/2014;77.º DE 2014;60000;71299;Segundo Premio Ordinario
27/09/2014;78.º DE 2014;600000;25028;Primer Premio Ordinario
27/09/2014;78.º DE 2014;120000;89500;Segundo Premio Ordinario
02/10/2014;79.º DE 2014;300000;19743;Primer Premio Ordinario
02/10/2014;79.º DE 2014;60000;26676;Segundo Premio Ordinario
04/10/2014;80.º DE 2014;1000000;59605;Primer Premio Extraordinario
04/10/2014;80.º DE 2014;250000;5164;Segundo Premio Extraordinario
04/10/2014;80.º DE 2014;50000;18424;Tercer Premio Extraordinario
09/10/2014;81.º DE 2014;300000;6006;Primer Premio Ordinario
09/10/2014;81.º DE 2014;60000;32427;Segundo Premio Ordinario
11/10/2014;82.º DE 2014;600000;80249;Primer Premio Ordinario
11/10/2014;82.º DE 2014;120000;84642;Segundo Premio Ordinario
16/10/2014;83.º DE 2014;300000;92847;Primer Premio Ordinario
16/10/2014;83.º DE 2014;60000;612;Segundo Premio Ordinario
18/10/2014;84.º DE 2014;600000;48163;Primer Premio Ordinario
18/10/2014;84.º DE 2014;120000;74060;Segundo Premio Ordinario
23/10/2014;85.º DE 2014;300000;44386;Primer Premio Ordinario
23/10/2014;85.º DE 2014;60000;3748;Segundo Premio Ordinario
25/10/2014;86.º DE 2014;600000;21980;Primer Premio Ordinario
25/10/2014;86.º DE 2014;120000;42961;Segundo Premio Ordinario
30/10/2014;87.º DE 2014;300000;51970;Primer Premio Ordinario
30/10/2014;87.º DE 2014;60000;44358;Segundo Premio Ordinario
01/11/2014;88.º DE 2014;600000;62244;Primer Premio Ordinario
01/11/2014;88.º DE 2014;120000;85104;Segundo Premio Ordinario
06/11/2014;89.º DE 2014;300000;47830;Primer Premio Ordinario
06/11/2014;89.º DE 2014;60000;24823;Segundo Premio Ordinario
08/11/2014;90.º DE 2014;1000000;41323;Primer Premio Extraordinario
08/11/2014;90.º DE 2014;250000;98272;Segundo Premio Extraordinario
08/11/2014;90.º DE 2014;50000;62366;Tercer Premio Extraordinario
13/11/2014;91.º DE 2014;300000;9228;Primer Premio Ordinario
13/11/2014;91.º DE 2014;60000;70011;Segundo Premio Ordinario
15/11/2014;92.º DE 2014;600000;4412;Primer Premio Ordinario
15/11/2014;92.º DE 2014;120000;85237;Segundo Premio Ordinario
20/11/2014;93.º DE 2014;300000;84789;Primer Premio Ordinario
20/11/2014;93.º DE 2014;60000;73154;Segundo Premio Ordinario
22/11/2014;94.º DE 2014;600000;2148;Primer Premio Ordinario
22/11/2014;94.º DE 2014;120000;57052;Segundo Premio Ordinario
27/11/2014;95.º DE 2014;300000;16858;Primer Premio Ordinario
27/11/2014;95.º DE 2014;60000;11357;Segundo Premio Ordinario
29/11/2014;96.º DE 2014;600000;91837;Primer Premio Ordinario
29/11/2014;96.º DE 2014;120000;73522;Segundo Premio Ordinario
04/12/2014;97.º DE 2014;300000;49613;Primer Premio Ordinario
04/12/2014;97.º DE 2014;60000;13792;Segundo Premio Ordinario
06/12/2014;98.º DE 2014;1000000;77000;Primer Premio Extraordinario
06/12/2014;98.º DE 2014;250000;82925;Segundo Premio Extraordinario
06/12/2014;98.º DE 2014;50000;98253;Tercer Premio Extraordinario
11/12/2014;99.º DE 2014;300000;43123;Primer Premio Ordinario
11/12/2014;99.º DE 2014;60000;32112;Segundo Premio Ordinario
13/12/2014;100.º DE 2014;600000;60664;Primer Premio Ordinario
13/12/2014;100.º DE 2014;120000;63154;Segundo Premio Ordinario
18/12/2014;101.º DE 2014;300000;34117;Primer Premio Ordinario
18/12/2014;101.º DE 2014;60000;59407;Segundo Premio Ordinario
22/12/2014;102;4000000;13437;Primer Premio
22/12/2014;102;1250000;92845;Segundo Premio
22/12/2014;102;500000;7637;Tercer Premio
22/12/2014;102;200000;67009;1º Cuarto Premio
22/12/2014;102;200000;7617;2º Cuarto Premio
22/12/2014;102;60000;52028;1º Quinto Premio
22/12/2014;102;60000;67924;2º Quinto Premio
22/12/2014;102;60000;91363;3º Quinto Premio
22/12/2014;102;60000;74012;4º Quinto Premio
22/12/2014;102;60000;32306;5º Quinto Premio
22/12/2014;102;60000;46984;6º Quinto Premio
22/12/2014;102;60000;98538;7º Quinto Premio
22/12/2014;102;60000;60090;8º Quinto Premio
01/01/2015;1.º DE 2015;300000;28005;Primer Premio Ordinario
01/01/2015;1.º DE 2015;60000;68464;Segundo Premio Ordinario
06/01/2015;2.º DE 2015;2000000;55487;Primer Premio Extraordinario
06/01/2015;2.º DE 2015;750000;43743;Segundo Premio Extraordinario
06/01/2015;2.º DE 2015;250000;84222;Tercer Premio Extraordinario
08/01/2015;3.º DE 2015;300000;64764;Primer Premio Ordinario
08/01/2015;3.º DE 2015;60000;30497;Segundo Premio Ordinario
10/01/2015;4.º DE 2015;1300000;75135;Primer Premio Extraordinario
10/01/2015;4.º DE 2015;250000;27523;Segundo Premio Extraordinario
15/01/2015;5.º DE 2015;300000;62420;Primer Premio Ordinario
15/01/2015;5.º DE 2015;60000;92695;Segundo Premio Ordinario
17/01/2015;6.º DE 2015;1000000;22497;Primer Premio Extraordinario
17/01/2015;6.º DE 2015;250000;59102;Segundo Premio Extraordinario
17/01/2015;6.º DE 2015;50000;15152;Tercer Premio Extraordinario
22/01/2015;7.º DE 2015;300000;35486;Primer Premio Ordinario
22/01/2015;7.º DE 2015;60000;26931;Segundo Premio Ordinario
24/01/2015;8.º DE 2015;600000;42462;Primer Premio Ordinario
24/01/2015;8.º DE 2015;120000;42520;Segundo Premio Ordinario
29/01/2015;9.º DE 2015;300000;77526;Primer Premio Ordinario
29/01/2015;9.º DE 2015;60000;3770;Segundo Premio Ordinario
31/01/2015;10.º DE 2015;600000;49639;Primer Premio Ordinario
31/01/2015;10.º DE 2015;120000;3826;Segundo Premio Ordinario
05/02/2015;11.º DE 2015;300000;47380;Primer Premio Ordinario
05/02/2015;11.º DE 2015;60000;26261;Segundo Premio Ordinario
07/02/2015;12.º DE 2015;600000;41167;Primer Premio Ordinario
07/02/2015;12.º DE 2015;120000;62566;Segundo Premio Ordinario
12/02/2015;13.º DE 2015;300000;48401;Primer Premio Ordinario
12/02/2015;13.º DE 2015;60000;95729;Segundo Premio Ordinario
14/02/2015;14.º DE 2015;1300000;44247;Primer Premio Extraordinario
14/02/2015;14.º DE 2015;250000;54549;Segundo Premio Extraordinario
19/02/2015;15.º DE 2015;300000;21505;Primer Premio Ordinario
19/02/2015;15.º DE 2015;60000;395;Segundo Premio Ordinario
21/02/2015;16.º DE 2015;600000;70622;Primer Premio Ordinario
21/02/2015;16.º DE 2015;120000;6784;Segundo Premio Ordinario
26/02/2015;17.º DE 2015;300000;92262;Primer Premio Ordinario
26/02/2015;17.º DE 2015;60000;88656;Segundo Premio Ordinario
28/02/2015;18.º DE 2015;600000;17227;Primer Premio Ordinario
28/02/2015;18.º DE 2015;120000;27967;Segundo Premio Ordinario
05/03/2015;19.º DE 2015;300000;12463;Primer Premio Ordinario
05/03/2015;19.º DE 2015;60000;21521;Segundo Premio Ordinario
07/03/2015;20.º DE 2015;600000;2533;Primer Premio Ordinario
07/03/2015;20.º DE 2015;120000;71844;Segundo Premio Ordinario
12/03/2015;21.º DE 2015;300000;71485;Primer Premio Ordinario
12/03/2015;21.º DE 2015;60000;64533;Segundo Premio Ordinario
14/03/2015;22.º DE 2015;1000000;93951;Primer Premio Extraordinario
14/03/2015;22.º DE 2015;250000;70523;Segundo Premio Extraordinario
14/03/2015;22.º DE 2015;50000;10973;Tercer Premio Extraordinario
19/03/2015;23.º DE 2015;300000;87754;Primer Premio Ordinario
19/03/2015;23.º DE 2015;60000;19690;Segundo Premio Ordinario
21/03/2015;24.º DE 2015;600000;3983;Primer Premio Ordinario
21/03/2015;24.º DE 2015;120000;7318;Segundo Premio Ordinario
26/03/2015;25.º DE 2015;300000;60004;Primer Premio Ordinario
26/03/2015;25.º DE 2015;60000;36137;Segundo Premio Ordinario
